Customer_ID,Name,City,Premium_Member
95,Aarav Verma,Ahmedabad,TRUE
96,Ananya Patel,Ahmedabad,FALSE
97,Vihaan Sharma,Pune,FALSE
98,Aarav Gupta,Hyderabad,FALSE
99,Saanvi Sharma,Chennai,FALSE
100,Diya Patel,Jaipur,FALSE
101,Vihaan Verma,Bangalore,FALSE
102,Aarav Verma,Jaipur,FALSE
103,Diya Verma,Pune,FALSE
104,Saanvi Sharma,Noida,FALSE
105,Diya Verma,Hyderabad,FALSE
106,Diya Gupta,Pune,FALSE
107,Vihaan Verma,Mumbai,FALSE
108,Diya Gupta,Pune,FALSE
109,Ananya Gupta,Lucknow,FALSE
110,Saanvi Patel,Chennai,FALSE
111,Aarav Gupta,Bangalore,FALSE
112,Ananya Sharma,Delhi,FALSE
113,Ananya Gupta,Noida,FALSE
114,Advik Sharma,Noida,FALSE
115,Vihaan Gupta,Mumbai,FALSE
116,Aarav Patel,Ahmedabad,FALSE
117,Saanvi Verma,Chennai,FALSE
118,Saanvi Gupta,Kolkata,FALSE
119,Aarav Gupta,Ahmedabad,FALSE
120,Diya Gupta,Noida,FALSE
121,Advik Verma,Hyderabad,FALSE
122,Diya Verma,Kolkata,FALSE
123,Diya Patel,Mumbai,FALSE
124,Vihaan Singh,Kolkata,FALSE
125,Ananya Singh,Gurgaon,FALSE
126,Vihaan Patel,Gurgaon,FALSE
127,Saanvi Verma,Lucknow,TRUE
128,Advik Patel,Chennai,TRUE
129,Vihaan Gupta,Hyderabad,FALSE
130,Vihaan Sharma,Mumbai,FALSE
131,Diya Patel,Delhi,FALSE
132,Saanvi Patel,Hyderabad,FALSE
133,Diya Singh,Noida,FALSE
134,Saanvi Sharma,Delhi,FALSE
135,Vihaan Verma,Jaipur,FALSE
136,Aarav Patel,Hyderabad,FALSE
137,Aarav Singh,Bangalore,FALSE
138,Saanvi Patel,Ahmedabad,FALSE
139,Diya Patel,Jaipur,FALSE
140,Diya Patel,Gurgaon,FALSE
141,Saanvi Singh,Gurgaon,FALSE
142,Vihaan Gupta,Ahmedabad,FALSE
143,Vihaan Gupta,Gurgaon,TRUE
144,Ananya Verma,Pune,FALSE
145,Advik Sharma,Bangalore,FALSE
146,Diya Verma,Jaipur,FALSE
147,Diya Singh,Chennai,FALSE
148,Diya Sharma,Hyderabad,FALSE
149,Diya Patel,Jaipur,TRUE
150,Advik Singh,Gurgaon,TRUE
151,Ananya Gupta,Noida,FALSE
152,Diya Patel,Jaipur,FALSE
153,Advik Verma,Gurgaon,FALSE
154,Diya Singh,Mumbai,FALSE
155,Saanvi Singh,Jaipur,FALSE
156,Diya Verma,Kolkata,FALSE
157,Diya Patel,Kolkata,FALSE
158,Aarav Singh,Bangalore,FALSE
159,Vihaan Sharma,Pune,FALSE
160,Vihaan Singh,Chennai,FALSE
161,Diya Gupta,Noida,FALSE
162,Aarav Singh,Mumbai,FALSE
163,Aarav Gupta,Hyderabad,FALSE
164,Saanvi Sharma,Mumbai,FALSE
165,Vihaan Sharma,Kolkata,FALSE
166,Vihaan Singh,Lucknow,FALSE
167,Vihaan Singh,Jaipur,FALSE
168,Ananya Verma,Kolkata,FALSE
169,Saanvi Sharma,Bangalore,FALSE
170,Aarav Patel,Mumbai,FALSE
171,Advik Singh,Noida,FALSE
172,Vihaan Sharma,Kolkata,FALSE
173,Saanvi Verma,Delhi,FALSE
174,Ananya Patel,Delhi,FALSE
175,Advik Sharma,Chennai,FALSE
176,Saanvi Gupta,Delhi,FALSE
177,Ananya Sharma,Noida,FALSE
178,Aarav Singh,Chennai,FALSE
179,Diya Verma,Noida,FALSE
180,Advik Gupta,Kolkata,FALSE
181,Advik Singh,Gurgaon,FALSE
182,Saanvi Patel,Pune,FALSE
183,Vihaan Sharma,Pune,FALSE
184,Vihaan Singh,Kolkata,FALSE
185,Diya Gupta,Mumbai,FALSE
186,Ananya Verma,Gurgaon,FALSE
187,Ananya Gupta,Pune,FALSE
188,Saanvi Gupta,Ahmedabad,TRUE
189,Vihaan Sharma,Hyderabad,FALSE
190,Diya Patel,Hyderabad,FALSE
191,Saanvi Singh,Gurgaon,FALSE
192,Aarav Gupta,Hyderabad,FALSE
193,Vihaan Gupta,Lucknow,FALSE
194,Diya Patel,Ahmedabad,FALSE
195,Saanvi Patel,Chennai,FALSE
196,Diya Gupta,Pune,FALSE
197,Aarav Verma,Chennai,FALSE
198,Advik Verma,Hyderabad,FALSE
199,Diya Gupta,Jaipur,FALSE
200,Advik Patel,Pune,FALSE
201,Vihaan Gupta,Hyderabad,FALSE
202,Ananya Sharma,Jaipur,FALSE
203,Ananya Sharma,Mumbai,FALSE
204,Saanvi Verma,Lucknow,FALSE
205,Diya Sharma,Mumbai,FALSE
206,Diya Singh,Gurgaon,FALSE
207,Aarav Gupta,Gurgaon,FALSE
208,Aarav Singh,Gurgaon,TRUE
209,Saanvi Sharma,Bangalore,FALSE
210,Advik Gupta,Delhi,FALSE
211,Aarav Patel,Noida,FALSE
212,Advik Verma,Ahmedabad,FALSE
213,Diya Gupta,Kolkata,FALSE
214,Ananya Patel,Kolkata,TRUE
215,Saanvi Sharma,Hyderabad,FALSE
216,Ananya Sharma,Bangalore,FALSE
217,Advik Sharma,Bangalore,TRUE
218,Diya Patel,Gurgaon,FALSE
219,Vihaan Gupta,Jaipur,FALSE
220,Diya Sharma,Lucknow,FALSE
221,Ananya Patel,Lucknow,FALSE
222,Vihaan Singh,Delhi,FALSE
223,Saanvi Verma,Pune,FALSE
224,Aarav Sharma,Bangalore,FALSE
225,Advik Patel,Pune,FALSE
226,Diya Gupta,Jaipur,FALSE
227,Ananya Patel,Ahmedabad,FALSE
228,Aarav Patel,Mumbai,FALSE
229,Saanvi Gupta,Kolkata,FALSE
230,Aarav Verma,Lucknow,FALSE
231,Advik Patel,Mumbai,FALSE
232,Saanvi Gupta,Kolkata,TRUE
233,Vihaan Singh,Ahmedabad,FALSE
234,Ananya Verma,Kolkata,FALSE
235,Diya Sharma,Gurgaon,FALSE
236,Ananya Gupta,Lucknow,FALSE
237,Vihaan Gupta,Noida,FALSE
238,Ananya Singh,Ahmedabad,TRUE
239,Aarav Gupta,Pune,FALSE
240,Diya Patel,Mumbai,FALSE
241,Advik Singh,Noida,TRUE
242,Advik Gupta,Kolkata,FALSE
243,Saanvi Singh,Mumbai,FALSE
244,Advik Verma,Pune,FALSE
245,Saanvi Singh,Delhi,TRUE
246,Saanvi Patel,Hyderabad,FALSE
247,Ananya Patel,Mumbai,FALSE
248,Aarav Verma,Delhi,FALSE
249,Aarav Verma,Gurgaon,FALSE
250,Ananya Patel,Jaipur,FALSE
251,Diya Singh,Hyderabad,FALSE
252,Vihaan Singh,Hyderabad,FALSE
253,Advik Verma,Delhi,FALSE
254,Diya Gupta,Ahmedabad,FALSE
255,Aarav Gupta,Jaipur,FALSE
256,Advik Patel,Lucknow,FALSE
257,Vihaan Singh,Ahmedabad,FALSE
258,Ananya Patel,Ahmedabad,FALSE
259,Ananya Verma,Jaipur,FALSE
260,Diya Verma,Noida,TRUE
261,Saanvi Singh,Jaipur,FALSE
262,Diya Singh,Lucknow,FALSE
263,Saanvi Verma,Gurgaon,FALSE
264,Vihaan Patel,Kolkata,FALSE
265,Aarav Singh,Delhi,FALSE
266,Diya Sharma,Jaipur,FALSE
267,Saanvi Verma,Delhi,FALSE
268,Ananya Gupta,Kolkata,FALSE
269,Saanvi Sharma,Chennai,FALSE
270,Advik Singh,Chennai,FALSE
271,Diya Patel,Mumbai,FALSE
272,Vihaan Gupta,Hyderabad,FALSE
273,Diya Sharma,Lucknow,FALSE
274,Aarav Singh,Bangalore,FALSE
275,Aarav Sharma,Chennai,FALSE
276,Ananya Gupta,Chennai,FALSE
277,Vihaan Patel,Noida,FALSE
278,Vihaan Verma,Bangalore,TRUE
279,Diya Patel,Lucknow,FALSE
280,Advik Verma,Hyderabad,FALSE
281,Ananya Singh,Pune,FALSE
282,Diya Gupta,Lucknow,FALSE
283,Aarav Singh,Chennai,FALSE
284,Ananya Singh,Jaipur,FALSE
285,Ananya Verma,Noida,FALSE
286,Aarav Verma,Noida,FALSE
287,Advik Gupta,Jaipur,FALSE
288,Saanvi Singh,Pune,TRUE
289,Saanvi Sharma,Kolkata,FALSE
290,Ananya Verma,Kolkata,FALSE
291,Vihaan Verma,Kolkata,FALSE
292,Saanvi Verma,Lucknow,TRUE
293,Saanvi Sharma,Pune,FALSE
294,Aarav Patel,Chennai,FALSE
295,Aarav Gupta,Chennai,FALSE
296,Vihaan Verma,Bangalore,FALSE
297,Ananya Patel,Ahmedabad,FALSE
298,Vihaan Gupta,Gurgaon,FALSE
299,Ananya Gupta,Delhi,FALSE
300,Aarav Verma,Hyderabad,FALSE
301,Saanvi Singh,Ahmedabad,FALSE
302,Diya Sharma,Pune,FALSE
303,Diya Gupta,Lucknow,FALSE
304,Ananya Patel,Noida,FALSE
305,Ananya Sharma,Lucknow,FALSE
306,Aarav Patel,Ahmedabad,FALSE
307,Advik Verma,Lucknow,TRUE
308,Diya Gupta,Lucknow,FALSE
309,Vihaan Sharma,Mumbai,FALSE
310,Diya Sharma,Delhi,FALSE
311,Advik Verma,Noida,FALSE
312,Saanvi Patel,Noida,FALSE
313,Saanvi Verma,Noida,FALSE
314,Diya Patel,Noida,FALSE
315,Ananya Sharma,Jaipur,FALSE
316,Diya Singh,Hyderabad,FALSE
317,Aarav Gupta,Ahmedabad,FALSE
318,Saanvi Gupta,Mumbai,FALSE
319,Vihaan Sharma,Gurgaon,TRUE
320,Vihaan Patel,Mumbai,TRUE
321,Ananya Verma,Bangalore,FALSE
322,Vihaan Sharma,Ahmedabad,FALSE
323,Vihaan Verma,Chennai,FALSE
324,Advik Sharma,Pune,FALSE
325,Vihaan Verma,Ahmedabad,FALSE
326,Vihaan Sharma,Lucknow,FALSE
327,Vihaan Sharma,Chennai,FALSE
328,Vihaan Patel,Chennai,TRUE
329,Ananya Sharma,Bangalore,FALSE
330,Advik Sharma,Jaipur,TRUE
331,Diya Gupta,Ahmedabad,FALSE
332,Diya Patel,Hyderabad,FALSE
333,Aarav Patel,Pune,FALSE
334,Aarav Sharma,Gurgaon,FALSE
335,Diya Sharma,Gurgaon,FALSE
336,Diya Sharma,Delhi,FALSE
337,Vihaan Sharma,Bangalore,FALSE
338,Saanvi Patel,Ahmedabad,FALSE
339,Diya Patel,Ahmedabad,FALSE
340,Advik Patel,Noida,TRUE
341,Saanvi Sharma,Lucknow,FALSE
342,Advik Verma,Noida,FALSE
343,Vihaan Singh,Chennai,FALSE
344,Diya Singh,Jaipur,TRUE
345,Diya Gupta,Lucknow,FALSE
346,Vihaan Singh,Delhi,TRUE
347,Aarav Sharma,Noida,TRUE
348,Saanvi Gupta,Bangalore,FALSE
349,Advik Patel,Ahmedabad,FALSE
350,Aarav Singh,Chennai,FALSE
351,Diya Sharma,Pune,FALSE
352,Ananya Sharma,Kolkata,FALSE
353,Vihaan Singh,Hyderabad,FALSE
354,Ananya Patel,Chennai,FALSE
355,Ananya Patel,Hyderabad,FALSE
356,Advik Patel,Kolkata,FALSE
357,Advik Sharma,Kolkata,FALSE
358,Saanvi Gupta,Mumbai,FALSE
359,Saanvi Gupta,Chennai,FALSE
360,Vihaan Verma,Kolkata,FALSE
361,Aarav Verma,Jaipur,FALSE
362,Aarav Sharma,Jaipur,FALSE
363,Diya Singh,Gurgaon,FALSE
364,Ananya Gupta,Jaipur,FALSE
365,Advik Patel,Delhi,FALSE
366,Vihaan Verma,Kolkata,TRUE
367,Aarav Gupta,Gurgaon,FALSE
368,Diya Patel,Gurgaon,FALSE
369,Vihaan Patel,Delhi,FALSE
370,Aarav Gupta,Lucknow,FALSE
371,Diya Patel,Lucknow,FALSE
372,Vihaan Singh,Kolkata,TRUE
373,Vihaan Gupta,Hyderabad,FALSE
374,Ananya Gupta,Chennai,FALSE
375,Diya Singh,Bangalore,FALSE
376,Advik Verma,Ahmedabad,FALSE
377,Saanvi Gupta,Delhi,FALSE
378,Saanvi Sharma,Noida,TRUE
379,Aarav Gupta,Kolkata,FALSE
380,Diya Singh,Pune,FALSE
381,Aarav Gupta,Bangalore,FALSE
382,Advik Singh,Jaipur,FALSE
383,Aarav Singh,Delhi,FALSE
384,Advik Singh,Ahmedabad,TRUE
385,Ananya Gupta,Hyderabad,FALSE
386,Vihaan Sharma,Ahmedabad,FALSE
387,Advik Patel,Hyderabad,FALSE
388,Ananya Gupta,Jaipur,FALSE
389,Saanvi Verma,Hyderabad,FALSE
390,Ananya Verma,Bangalore,FALSE
391,Saanvi Sharma,Bangalore,FALSE
392,Saanvi Singh,Gurgaon,FALSE
393,Advik Singh,Lucknow,FALSE
394,Advik Patel,Chennai,FALSE
395,Saanvi Gupta,Bangalore,FALSE
396,Diya Singh,Lucknow,FALSE
397,Ananya Patel,Mumbai,FALSE
398,Aarav Gupta,Gurgaon,FALSE
399,Aarav Gupta,Pune,TRUE
400,Aarav Patel,Kolkata,FALSE
401,Diya Patel,Ahmedabad,FALSE
402,Saanvi Sharma,Gurgaon,FALSE
403,Advik Verma,Chennai,FALSE
404,Advik Verma,Mumbai,FALSE
405,Ananya Sharma,Ahmedabad,FALSE
406,Aarav Verma,Jaipur,FALSE
407,Diya Patel,Ahmedabad,FALSE
408,Ananya Gupta,Pune,FALSE
409,Ananya Patel,Mumbai,FALSE
410,Saanvi Gupta,Delhi,FALSE
411,Advik Singh,Pune,FALSE
412,Saanvi Patel,Bangalore,FALSE
413,Advik Verma,Chennai,FALSE
414,Saanvi Singh,Bangalore,FALSE
415,Aarav Gupta,Ahmedabad,FALSE
416,Ananya Verma,Lucknow,FALSE
417,Saanvi Patel,Delhi,FALSE
418,Diya Patel,Chennai,TRUE
419,Ananya Verma,Hyderabad,FALSE
420,Diya Verma,Hyderabad,FALSE
421,Vihaan Sharma,Pune,FALSE
422,Aarav Patel,Ahmedabad,FALSE
423,Advik Sharma,Lucknow,FALSE
424,Advik Verma,Kolkata,FALSE
425,Vihaan Verma,Jaipur,FALSE
426,Vihaan Singh,Mumbai,FALSE
427,Saanvi Verma,Gurgaon,FALSE
428,Saanvi Singh,Hyderabad,FALSE
429,Ananya Singh,Hyderabad,FALSE
430,Advik Singh,Gurgaon,FALSE
431,Diya Patel,Ahmedabad,FALSE
432,Vihaan Verma,Kolkata,FALSE
433,Ananya Sharma,Lucknow,FALSE
434,Ananya Patel,Delhi,FALSE
435,Advik Sharma,Pune,TRUE
436,Vihaan Gupta,Gurgaon,FALSE
437,Vihaan Singh,Delhi,FALSE
438,Vihaan Singh,Chennai,FALSE
439,Diya Sharma,Noida,FALSE
440,Vihaan Singh,Delhi,FALSE
441,Aarav Gupta,Delhi,FALSE
442,Saanvi Gupta,Bangalore,FALSE
443,Ananya Singh,Jaipur,FALSE
444,Saanvi Singh,Gurgaon,FALSE
445,Aarav Sharma,Pune,FALSE
446,Vihaan Patel,Jaipur,FALSE
447,Diya Sharma,Pune,FALSE
448,Aarav Sharma,Hyderabad,FALSE
449,Advik Singh,Delhi,FALSE
450,Diya Patel,Ahmedabad,TRUE
451,Advik Patel,Hyderabad,FALSE
452,Ananya Singh,Mumbai,FALSE
453,Vihaan Patel,Noida,FALSE
454,Saanvi Sharma,Ahmedabad,FALSE
455,Aarav Patel,Ahmedabad,FALSE
456,Advik Patel,Mumbai,FALSE
457,Diya Sharma,Lucknow,FALSE
458,Ananya Gupta,Jaipur,TRUE
459,Aarav Gupta,Hyderabad,FALSE
460,Saanvi Sharma,Kolkata,FALSE
461,Ananya Verma,Mumbai,FALSE
462,Ananya Verma,Lucknow,FALSE
463,Saanvi Singh,Lucknow,FALSE
464,Vihaan Sharma,Jaipur,FALSE
465,Diya Sharma,Pune,FALSE
466,Vihaan Sharma,Chennai,FALSE
467,Advik Singh,Ahmedabad,FALSE
468,Aarav Verma,Pune,FALSE
469,Aarav Gupta,Pune,FALSE
470,Ananya Singh,Noida,FALSE
471,Diya Gupta,Bangalore,FALSE
472,Diya Gupta,Ahmedabad,FALSE
473,Aarav Singh,Delhi,FALSE
474,Vihaan Patel,Pune,FALSE
475,Aarav Gupta,Lucknow,FALSE
476,Diya Patel,Jaipur,FALSE
477,Saanvi Singh,Chennai,FALSE
478,Saanvi Gupta,Kolkata,FALSE
479,Ananya Sharma,Delhi,FALSE
480,Diya Gupta,Ahmedabad,FALSE
481,Saanvi Verma,Mumbai,FALSE
482,Advik Singh,Mumbai,FALSE
483,Vihaan Gupta,Chennai,FALSE
484,Advik Sharma,Kolkata,FALSE
485,Diya Gupta,Chennai,FALSE
486,Aarav Patel,Bangalore,FALSE
487,Diya Gupta,Lucknow,FALSE
488,Aarav Sharma,Jaipur,FALSE
489,Advik Singh,Ahmedabad,FALSE
490,Ananya Singh,Hyderabad,FALSE
491,Ananya Singh,Hyderabad,FALSE
492,Aarav Singh,Bangalore,FALSE
493,Diya Sharma,Lucknow,FALSE
494,Ananya Gupta,Jaipur,TRUE
495,Advik Gupta,Pune,FALSE
496,Saanvi Verma,Chennai,FALSE
497,Aarav Verma,Bangalore,FALSE
498,Diya Sharma,Chennai,FALSE
499,Ananya Singh,Ahmedabad,FALSE
500,Aarav Sharma,Pune,FALSE
501,Saanvi Singh,Ahmedabad,FALSE
502,Diya Patel,Delhi,FALSE
503,Ananya Sharma,Gurgaon,FALSE
504,Advik Gupta,Bangalore,FALSE
505,Advik Patel,Bangalore,FALSE
506,Vihaan Singh,Ahmedabad,FALSE
507,Aarav Sharma,Ahmedabad,FALSE
508,Vihaan Verma,Chennai,FALSE
509,Vihaan Gupta,Ahmedabad,FALSE
510,Aarav Gupta,Hyderabad,FALSE
511,Advik Gupta,Bangalore,FALSE
512,Advik Patel,Delhi,FALSE
513,Vihaan Patel,Kolkata,FALSE
514,Saanvi Patel,Jaipur,FALSE
515,Ananya Patel,Mumbai,FALSE
516,Aarav Sharma,Mumbai,FALSE
517,Advik Gupta,Lucknow,FALSE
518,Advik Singh,Kolkata,FALSE
519,Diya Patel,Pune,FALSE
520,Ananya Singh,Hyderabad,FALSE
521,Saanvi Singh,Pune,FALSE
522,Saanvi Sharma,Bangalore,FALSE
523,Diya Singh,Hyderabad,FALSE
524,Vihaan Gupta,Jaipur,FALSE
525,Ananya Singh,Bangalore,FALSE
526,Advik Patel,Delhi,FALSE
527,Diya Sharma,Pune,FALSE
528,Vihaan Sharma,Mumbai,FALSE
529,Diya Patel,Noida,FALSE
530,Vihaan Gupta,Kolkata,FALSE
531,Vihaan Verma,Gurgaon,FALSE
532,Diya Singh,Pune,FALSE
533,Aarav Singh,Ahmedabad,FALSE
534,Vihaan Verma,Kolkata,FALSE
535,Aarav Gupta,Gurgaon,FALSE
536,Saanvi Singh,Pune,FALSE
537,Aarav Singh,Bangalore,FALSE
538,Saanvi Gupta,Noida,FALSE
539,Diya Sharma,Kolkata,FALSE
540,Ananya Patel,Pune,TRUE
541,Advik Singh,Ahmedabad,FALSE
542,Advik Patel,Delhi,FALSE
543,Aarav Singh,Chennai,FALSE
544,Ananya Patel,Chennai,FALSE
545,Vihaan Patel,Ahmedabad,FALSE
546,Aarav Sharma,Mumbai,FALSE
547,Ananya Singh,Ahmedabad,FALSE
548,Advik Patel,Bangalore,FALSE
549,Advik Gupta,Bangalore,FALSE
550,Advik Gupta,Kolkata,FALSE
551,Advik Patel,Gurgaon,FALSE
552,Ananya Singh,Mumbai,FALSE
553,Saanvi Sharma,Noida,FALSE
554,Saanvi Sharma,Kolkata,FALSE
555,Saanvi Patel,Kolkata,FALSE
556,Aarav Patel,Gurgaon,FALSE
557,Saanvi Patel,Noida,FALSE
558,Saanvi Verma,Mumbai,FALSE
559,Saanvi Sharma,Hyderabad,TRUE
560,Ananya Singh,Bangalore,FALSE
561,Vihaan Singh,Ahmedabad,FALSE
562,Diya Sharma,Jaipur,FALSE
563,Vihaan Patel,Chennai,FALSE
564,Diya Patel,Noida,FALSE
565,Vihaan Singh,Ahmedabad,FALSE
566,Ananya Gupta,Kolkata,FALSE
567,Vihaan Gupta,Ahmedabad,FALSE
568,Ananya Gupta,Jaipur,FALSE
569,Saanvi Singh,Chennai,FALSE
570,Advik Gupta,Pune,FALSE
571,Saanvi Patel,Noida,FALSE
572,Diya Gupta,Bangalore,FALSE
573,Ananya Sharma,Chennai,FALSE
574,Saanvi Gupta,Jaipur,FALSE
575,Vihaan Patel,Pune,FALSE
576,Saanvi Gupta,Bangalore,FALSE
577,Saanvi Patel,Hyderabad,FALSE
578,Saanvi Patel,Hyderabad,FALSE
579,Aarav Sharma,Noida,FALSE
580,Diya Sharma,Lucknow,FALSE
581,Aarav Patel,Bangalore,FALSE
582,Diya Singh,Lucknow,FALSE
583,Ananya Gupta,Pune,FALSE
584,Aarav Patel,Hyderabad,FALSE
585,Saanvi Sharma,Bangalore,FALSE
586,Vihaan Sharma,Noida,FALSE
587,Vihaan Gupta,Mumbai,TRUE
588,Advik Patel,Delhi,FALSE
589,Ananya Gupta,Gurgaon,FALSE
590,Advik Patel,Gurgaon,FALSE
591,Vihaan Patel,Gurgaon,FALSE
592,Aarav Gupta,Bangalore,FALSE
593,Saanvi Gupta,Jaipur,FALSE
594,Saanvi Gupta,Pune,FALSE
595,Vihaan Verma,Kolkata,FALSE
596,Diya Singh,Ahmedabad,FALSE
597,Diya Sharma,Bangalore,FALSE
598,Diya Gupta,Hyderabad,TRUE
599,Diya Verma,Gurgaon,FALSE
600,Ananya Gupta,Kolkata,FALSE
601,Aarav Gupta,Lucknow,FALSE
602,Vihaan Sharma,Lucknow,FALSE
603,Ananya Verma,Noida,FALSE
604,Saanvi Gupta,Jaipur,FALSE
605,Ananya Gupta,Kolkata,FALSE
606,Vihaan Singh,Bangalore,FALSE
607,Advik Gupta,Noida,FALSE
608,Diya Patel,Lucknow,FALSE
609,Vihaan Patel,Delhi,FALSE
610,Advik Gupta,Delhi,FALSE
611,Aarav Sharma,Ahmedabad,FALSE
612,Vihaan Patel,Ahmedabad,FALSE
613,Ananya Patel,Gurgaon,FALSE
614,Vihaan Patel,Gurgaon,TRUE
615,Advik Singh,Mumbai,FALSE
616,Advik Singh,Gurgaon,FALSE
617,Advik Singh,Lucknow,FALSE
618,Saanvi Sharma,Noida,FALSE
619,Aarav Verma,Kolkata,TRUE
620,Diya Gupta,Jaipur,TRUE
621,Aarav Sharma,Gurgaon,TRUE
622,Diya Verma,Bangalore,FALSE
623,Saanvi Singh,Chennai,FALSE
624,Diya Singh,Noida,FALSE
625,Saanvi Patel,Bangalore,FALSE
626,Ananya Sharma,Bangalore,FALSE
627,Diya Patel,Bangalore,FALSE
628,Vihaan Sharma,Mumbai,FALSE
629,Diya Patel,Noida,FALSE
630,Vihaan Verma,Gurgaon,FALSE
631,Ananya Verma,Jaipur,FALSE
632,Aarav Singh,Kolkata,FALSE
633,Aarav Verma,Hyderabad,TRUE
634,Advik Sharma,Gurgaon,FALSE
635,Saanvi Sharma,Hyderabad,FALSE
636,Diya Singh,Hyderabad,FALSE
637,Aarav Verma,Ahmedabad,FALSE
638,Vihaan Patel,Chennai,FALSE
639,Saanvi Gupta,Hyderabad,FALSE
640,Vihaan Patel,Hyderabad,FALSE
641,Ananya Sharma,Ahmedabad,FALSE
642,Saanvi Verma,Lucknow,FALSE
643,Advik Singh,Mumbai,FALSE
644,Saanvi Singh,Ahmedabad,FALSE
645,Diya Singh,Bangalore,FALSE
646,Vihaan Patel,Gurgaon,FALSE
647,Vihaan Gupta,Jaipur,FALSE
648,Diya Sharma,Ahmedabad,FALSE
649,Diya Patel,Ahmedabad,FALSE
650,Vihaan Gupta,Hyderabad,FALSE
651,Aarav Singh,Chennai,TRUE
652,Saanvi Verma,Mumbai,FALSE
653,Saanvi Patel,Kolkata,TRUE
